section,section_id,section_sis_id,submitted,attempt,"2039613: How would you rate the difficulty of the material in ""Part 1"" (Chapters 1-4)?",1.0,2039614: How would you rate the demands of theactivities?,1.0,"2039615: Not counting the time spent in class, on average how much time a week do you spend on STAT 202 outside of class (reading check, finishing activities, studying, etc.)",1.0,2039616: How would you rate the usefulness of the lecture slides?,1.0,2039617: What are your thoughts on the course website?,1.0,2090882: Which method do you usually use to complete reading checks?,1.0,2083921: Provide your view on Aha Slides participation (can select multiple),1.0,"2083942: This class utilizes an active learning teaching style (partially flipped).
Provide your opinions on the teaching style.",1.0,2039618: How would you rate thedifficultyof Exam 1?,1.0,"2039619: How would you rate the fairness ofExam 1?
Fair means the material was covered in the course and you should be expected to know it.
(difficult does not mean the exam was unfair)",1.0,"2039620: Please provide any general thoughts or critiques you may have concerning the material (Chapter 1-4) and its use in class. If none, leave blank.
If you think that some of the material is stupid or worthless, then feel free to say so. However please indicate why you think it is stupid or worthless.
Similarly, if you think the material is wonderful and perfect, then feel free to say so. However please indicate why you think it is wonderful and perfect.
I rely on your feedback for improving this course for future students!",1.0,n correct,n incorrect,score
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 18:51:01 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I really enjoy this class and think that it's organized and well-run! Everything was easily accessible to us. ,0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 18:31:22 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"Material seems to be great. Would love if you posted the slides in a format that wasn't video after class as It becomes more difficult to take notes on the panopto videos. Maybe they are somewhere and I just couldn't find them, though.",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 18:23:34 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 18:19:08 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,I think everything so far has been really well taught. Really enjoy class and wish other professors taught this way.,0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 18:19:08 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 17:45:48 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"So far, I've thoroughly enjoyed this course. I find the material and instruction to be engaging and, honestly, rather fun. ",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 16:59:12 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 16:51:27 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 16:34:10 UTC,1,2 - Somewhat easy,0.0,4 -,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,It’s been very useful content and the transition is very smooth,0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 16:28:10 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"I think that the material from chapters 1-4 was definitely very engaging, and reinforced a lot of basics in preparation for upcoming material.",0.0,7,4,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 16:22:16 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"I think the class activities are so useful and I really appreciate how the resources to be able to solve them are spread out between the slides and the book, since it helps me use and read both resources.

I don't really like aha slides because even though the ""answer"" doesn't matter, sometimes I feel rushed when doing the questions. 

So far I really like this class and I've learned a lot more than Stats 210, which is like the other ""intro to stats"" course. The reason why I selected to take this class even though I already had a stats credit was because I felt like Stats 210 was more about pure memorization and didn't really go over how to interpret answers, so I didn't really learn anything other than a few formulas. But this class has a lot more critical thinking in my opinion. ",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 16:01:24 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,4 - fair,0.0,"The course is great! I learn much better by doing, so the amount of active work is perfect. ",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:59:47 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:52:38 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,This course is rlly good. ,0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:47:03 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Don't care either way,0.0,app link,1.0,"Aha slides provides no benefit to the lecture,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,4 - fair,0.0,"I think the material is pretty interesting, it seems like there is a lot of real world applications for it",0.0,3,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:32:57 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I enjoy the way this class is formatted using the partially flipped learning style and I think the activities in class are the perfect way for us to practice the material.,0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:30:21 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture,Other",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,3 - Neither fair nor unfair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:25:25 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,n/a,0.0,3,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:25:07 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:19:51 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I really liked the material covered because I think it sets a very clear stage for an understanding of R as we prepare for more complicated material. ,0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:17:03 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"Aha slides makes the lectures more engaging.,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:15:26 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,2 -,0.0,Hate it - go back to Canvas,0.0,app link,1.0,No opinion on Aha slides,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"My only wish is that we maybe had more explanation of/explanation the individual statistics during lecture and in the reading. Without a statistics background, that's where I found myself struggling the most during the exam.",0.0,2,9,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:14:00 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,n/a,0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:13:13 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"I think the material is extremely interesting and easy to grasp. The lecture slides, reading checks, and activities during class allow me to really absorb the information we learn and apply it to the test. Although the textbook is sometimes really difficult to understand, I think the constant application of the material breaks down tough topics and commits a lot of information to memory. Even though I made a cheat sheet for the test, I barely even needed to use it. Right now, I find the information fun and interesting to learn, especially data wrangling. However, I hope the material gets even more engaging throughout the quarter.",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:13:06 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:12:57 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Course is amazing so far! The reading checks, activities, and lectures are all super useful and helpful. There is a fair amount of work and it is not too difficult to keep up so far.",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:10:11 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"I think the course is ran well. I really do like the flipped classroom, I would prefer not to come to class and just work on the activity the whole time. I like the lectures because the information is useful however you also expand on topics which I would not get unless I came to lecture everyday. If there was anything I could change, I would make the reading checks more similar to the midterm questions because I think it's nice to have the extra practice. ",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:09:56 UTC,1,1 - Very easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:08:18 UTC,1,2 - Somewhat easy,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:07:00 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:06:43 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"I think everything we have learned has been valuable, but I would prefer that before exams, the material covered is ALL on the exam (e.g. having activity 7 cover all of chapter 4, but the test only covering a small portion was something I didn't like).",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:06:37 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I really enjoyed this class and thought it was very structured and easy to understand what assignments were due when,0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:06:07 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:06:04 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:05:43 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,Aha slides makes the lectures more engaging.,0.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"I feel like we should've started off with the math of statistics versus the coding of data science so that when we code, we can understand the graphs. ",0.0,3,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:05:27 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:05:24 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I think the class is really good. The set-up works well and the work is manageable and makes sense. I did not come in with any coding experience and I was able to understand everything. ,0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:05:20 UTC,1,1 - Very easy,0.0,1 - Not demanding enough,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,1 - Very easy,0.0,4 - fair,0.0,"",0.0,3,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:05:08 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,No opinion on Aha slides",0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,The material used in this class is very useful. The lecture slides provides more concise concepts of what was in the reading.,0.0,3,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:05:00 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,I really like the way the class works with the lecture and then time to complete the activity,0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:04:49 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I really enjoy this class and feel that it is very fair.,0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:04:38 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:04:35 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Don't care either way,0.0,app link,1.0,Aha slides makes the lectures more engaging.,0.0,Doesn't matter to me.,0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,Its cool.,0.0,2,9,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:04:27 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Don't care either way,0.0,Posit Cloud Project,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,3,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:04:21 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,I would come to class even if participation was not counted,1.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Very fair exam, very organized website. All together, very well-composed course",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:04:13 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:04:00 UTC,1,3 - Neither difficult nor easy,0.0,2 -,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Hate it - go back to Canvas,0.0,app link,1.0,I would come to class even if participation was not counted,1.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:03:47 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:03:29 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,2 -,0.0,Don't care either way,0.0,app link,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"I liked the structure of the test, the use of a cheat sheet, the timing-to-question ratio, and the material was fair. There was only one thing I didn't know/couldn't remember learning and it was the summary stats about their centrality (I can't perfectly remember the question). I also didn't like that there were three separate questions about it because you most likely either know them all of don't know all of them. ",0.0,4,7,1.0
